name,description,killed,year,duration,country
,"Japan (warlords in Takamatsu), 1582",,1582,0,Japan
,"France-Spain (Antwerp), 1583",,1583,0,France
,"Cologne (with intervention by Spain, Palatinate and others), 1583-89",,1583,6,Cologne
,"China-Burma (Yunnan), 1583",,1583,0,China
,"Japan (Shiga ken), 1583",,1583,0,Japan
,"Thai-Ava (Burma), 1584-93",,1584,9,Thai
,"Japan (Aichi ken), 1584",,1584,0,Japan
,"Japan (Nagasaki ken), 1584",,1584,0,Japan
War of the Three Henries,"France (Huguenots, with intervention by Spain and England), 1585-98",,1585,4,France
,"England-Spain (Caribbean), 1585-86",,1585,1,England
,"England-Portugal (Cape Verde Islands), 1585",,1585,0,England
,"Turkey-Portugal (Somalia and Kenya), 1585",,1585,0,Turkey
,"East Africans-Portugal (Kilwa and Mombasa), 1585-90",,1585,5,East Africans
,"Japan (Shikoku), 1585",,1585,0,Japan
,"Turkey (Egypt), 1586",,1586,0,Turkey
,"Ethiopia-Sidama, 1586",,1586,0,Ethiopia
,"Russia-Tartars (Siberia), 1586-98",,1586,12,Russia
,"Japan (Kyushu), 1586-87",,1586,1,Japan
Sandwich Uprising,"England, 1587",,1587,0,England
,"Turkey-Portugal (Kenya, Pemba), 1588",,1588,0,Turkey
,"Spain, Portugal-Moluccans (Ternate), 1588",,1588,0,Spain
,"China (minority in Sichuan), 1588",,1588,0,China
,"China (minority in Qinghai), 1588",,1588,0,China
Oxforshire Revolt,"England, 1589",,1589,0,England
,"Turkey (Egypt), 1589",,1589,0,Turkey
,"China (Guangdong), 1589",,1589,0,China
,"China (peasants in Hubei), 1589",,1589,0,China
,"Japan (Fukushima ken), 1589",,1589,0,Japan
,"Savoy-France, 1590-98",,1590,8,Savoy
,"Russia-Pelym Mansi (Urals), 1590",,1590,0,Russia
,"Turkey-Emperor (western Hungary), 1590-93",,1590,3,Turkey
,"Morocco-Songhay (Mali), 1590-91",,1590,1,Morocco
,"Ndongo, Kongo, Matamba, Jaga-Portugal (Zaire and Angola), 1590",,1590,0,Ndongo
,"Wallo Galla-Aussa (Ethiopia), 1590",,1590,0,Wallo Galla
,"China (Tartars in Gansu), 1590",,1590,0,China
,"China (minority in Qinghai), 1590",,1590,0,China
,"Japan (Kanagawa ken), 1590",,1590,0,Japan
Confederation and Sapolski War,"Poland (Cossacks), 1591-93",,1591,2,Poland
,"Russia-Konda Mansi, 1591",,1591,0,Russia
Aragon Uprising,"Spain (Aragon), 1591",,1591,0,Spain
,"Tuaregs-Songhai (Mali), 1591-94",,1591,3,Tuaregs
,"Japan (Iwate ken), 1591",,1591,0,Japan
,"Sweden (succession), 1592-98",,1592,6,Sweden
,"Portugal-Zimba (Sena and Tete, Mozambique), 1592",,1592,0,Portugal
,"Moguls-Sind, Kandahar, 1592-94",,1592,2,Moguls
,"Japan-Korea, China (in Korea), 1592-93",,1592,1,Japan
,"Mongols-China (Ningxia), 1592",,1592,0,Mongols
,"China (minority in Ningxia, Hebei, Gansu), 1592",,1592,0,China
,"England (Ireland), 1593",,1593,0,England
,"Portugal-Kisama (Angola), 1593-94",,1593,1,Portugal
,"Portugal-Zimba (Mozambique), 1593",,1593,0,Portugal
,"Turkey (Wallachia and Moldavia, with intervention by Transylvania), 1594-98",,1594,4,Turkey
,"Cossacks-Turkey, Tartars, Moldavia, 1594-95",,1594,1,Cossacks
Croquants' revolt,"France (peasants), 1594-95",,1594,1,France
,"Austria (Austrian peasants), 1594-97",,1594,3,Austria
,"China (Qing)-Mongolia (Mongolia), 1594-1632",,1594,38,China
,"Puerto Rico-British pirates, 1595",,1595,0,Puerto_Rico
Scotch Rebellion,"Scotland (Catholic lords), 1595",,1595,0,Scotland
,"France-Spain, 1595-98",,1595,3,France
,"Poland-Turkey, 1595",,1595,0,Poland
,"Transylvania, Moldavia, Wallachia-Turkey, 1595-1606",,1595,11,Transylvania
,"Russia-Selkups, 1595-96",,1595,1,Russia
,"Russia-Terek Cossacks, 1595-97",,1596,1,Russia
,"Morocco, 1595-96",,1595,1,Morocco
Club War,"Sweden (Finland), 1596-97",,1596,1,Sweden
,"China (Guizhou), 1596-99",,1596,3,China
,"China (rebellion), 1597-1600",,1597,3,China
,"China (Tartars in Liaoning), 1597-1598",,1597,1,China
Swedish-Polish War,"Sweden-Poland, 1598-99",,1598,1,Sweden
,"Russia-Kuchum ?, 1598",,1598,0,Russia
,"Safavids-Uzbegs (Khurasan), 1598",,1598,0,Safavids
,"Turkey (Egypt), 1598",,1598,0,Turkey
,"Netherlands-Mauritius, 1598",,1598,0,Netherlands
,"China (minority in Qinghai), 1598",,1598,0,China
,"Wallachia-Transylvania, Moldavia, 1599-1600",,1599,1,Wallachia
,"Poland-Moldavia, Wallachia, 1600",,1600,0,Poland
,"Russia, (Komi-Zyrians)-Samoyeds (Siberia), 1600",,1600,0,Russia
,"Kano-Kworofa (Nigeria), 1600",,1600,0,Kano
,"Bornu-Katsina (Nigeria), 1600",,1600,0,Bornu
,"Bunyoro-Buganda (Uganda), 1600",,1600,0,Bunyoro
,"Moguls-central India (Deccan), 1600",,1600,0,Moguls
,"England (London), 1601",,1601,0,England
,"Turkey (Egypt), 1601",,1601,0,Turkey
,"Russia-Nanets Samoyeds (Mangazeya), 1601",,1601,0,Russia
,"Portugal-Ceylon, 1601-03",,1601,2,Portugal
Persian War with Turkey,"Persia-Turkey, 1602-12",,1602,10,Persia
,"Spain-Turkey, 1604",,1604,0,Spain
,"Portugal-Angola (Shilla Mbanza), 1604-05",,1604,1,Portugal
,"Russia-Nanets Samoyeds (Mangazeya), 1604",,1604,0,Russia
Gunpowder Plot,"England, 1605",,1605,0,England
Daghestan Expedition,"Russia-Caucasus (Daghestan), 1605",,1605,0,Russia
,"Crimean Tartars-Muscovy, 1605-06",,1605,1,Crimean Tartars
,"United Provinces-Malaysia, 1605",,1605,0,United Provinces
,"United Provinces-Portugal (Molucca), 1605-06",,1605,1,United Provinces
Bolotnikov Revolt,"Russia (Cossacks), 1606-07",,1606,1,Russia
,"Russia-Khanty tribes (middle Ob), 1606",,1606,0,Russia
,"Russia-Nanets Samoyeds (Mangazeya), 1606",,1606,0,Russia
MIdlands Revolt,"England, 1607",,1607,0,England
,"Transylvania (Haiduks), 1607-08",,1607,1,Transylvania
,"Bavaria-Donauworth, 1607",,1607,0,Bavaria
,"Russia-Sweden, 1607-09",,1607,2,Russia
,"Turkey-Cossacks (Black Sea), 1607-09",,1607,2,Turkey
,"United Provinces-Portugal (Mozambique), 1607",,1607,0,United Provinces
O'Dogherty's rebellion,"England (Ireland), 1608",,1608,0,England
,"United Provinces-Portugal (Mozambique), 1608",,1608,0,United Provinces
,"Russia-Khanty tribes, 1608",,1608,0,Russia
,"Spain, France-Tunis, 1609",,1609,0,Spain
,"Spain (Moors and Moriscoes), 1609",,1609,0,Spain
War of Julich Succession,"Emperor-Julich (Germany) (aided by France, Brandenburg), 1609-10",,1609,1,Emperor
,"Sweden-Russia, 1609-11",,1609,2,Sweden
,"Fulani-Bornu (Nigeria), 1609",,1609,0,Fulani
,"Portugal-Mozambique (Motoposso and Matuzianhe), 1609",,1609,0,Portugal
,"Japan-Okinawa, 1609",,1609,0,Japan
,"Russia-Sweden, 1610-11",,1610,1,Russia
,"Morocco-Spain, 1610-13",,1610,3,Morocco
,"Monomotapa-Portugal (Zimbabwe), 1610-13",,1610,3,Monomotapa
,"Russia-Tungus, Kets (central Siberia), 1610-33",,1610,23,Russia
Hungarian Revolt,"Emperor-Transylvania, 1611-12",,1611,1,Emperor
War of Kalmar,"Denmark-Sweden, 1611-13",,1611,2,Denmark
,"Portugal-Mbundu (Angola), 1611-15",,1611,4,Portugal
,"United Provinces-Ceylon (Portugal), 1611-28",,1611,17,United Provinces
,"Ndembu-Portugal (Angola), 1612",,1612,0,Ndembu
Anglo-Portuguese War of 1612-30 ??,"England-Portugal (Indian Ocean), 1612-30",,1612,18,England
,"Turkey-Hungary, 1613",,1613,0,Turkey
,"Turkey (Moldavia) (with Polish intervention), 1613",,1613,0,Turkey
,"Turkey (Wallachia) (with Polish intervention), 1613",,1613,0,Turkey
,"Polish Cossacks-Turkey (Black Sea), 1613",,1613,0,Polish Cossacks
,"Ava-Portuguese (Synam), 1613",,1613,0,Ava
,"Scotland, 1614-15",,1614,1,Scotland
,"Emperor-Transylvania, 1614-15",,1614,1,Emperor
Condes Rebellion,"France (Brittany), 1614",,1614,0,France
Dalarna Uprising,"Sweden, 1614",,1614,0,Sweden
,"Russia-Cossacks (Zarutskoi), 1614",,1614,0,Russia
,"Kongo (Angola) (succession), 1614-41",,1614,27,Kongo
,"Portugal-Mombasa (Kenya), 1614",,1614,0,Portugal
Conde's rebellion,"France (nobles), 1615-16",,1615,1,France
,"Poland (Cossack rebellion), 1615-16",,1615,1,Poland
,"Portugal-Libollo (Angola?), 1615-16",,1615,1,Portugal
,"United Provinces-Portugal (Molucca), 1615",,1615,0,United Provinces
,"Ava-Chiangmai (Thailand), 1615",,1615,0,Ava
,"Turkey- ? (sea raids of Jean Pierre), 1616-17",,1616,1,Turkey
Persian War with Turkey,"Turkey-Persia, 1616-18",,1616,2,Turkey
,"Russia-Khanty tribes, 1616",,1616,0,Russia
,"Sweden-Denmark, 1616-18",,1616,2,Sweden
,"United Provinces-Macassar, 1616-19",,1616,3,United Provinces
,"Tartars (Manchu)-China (with Korean intervention), 1616-20",,1616,4,Tartars
Vastbo Uprising,"Sweden, 1617",,1617,0,Sweden
Second Polish-Swedish War for Livonia,"Sweden-Poland, 1617-18",,1617,1,Sweden
,"Poland (Cossack rebellion), 1617",,1617,0,Poland
Protestant Union War (Thirty Years War),"Emperor-Palatinate, 1618-20",,1618,2,Emperor
,"United Provinces (Oldenbarnveldt), 1618",,1618,0,United Provinces
,"Manchus-Korea, China, 1618-23",,1618,5,Manchus
,"France-Algiers, 1619",,1619,0,France
,"France (nobles), 1619-20",,1619,1,France
,"United Provinces-Djakarta, 1619",,1619,0,United Provinces
,"China (Ming)-Jin (Liaoning), 1619-22",,1619,3,China
,"Caqars-Manchus (China), 1619-35",,1619,16,Caqars
Palatinate War,"Palatinate, Baden, Brunswick- Bavaria, Spain, emperor, 1620-23",,1620,3,Palatinate
,"Spain (Naples), 1620",,1620,0,Spain
,"Switzerland (Valtellina, with Spanish intervention) 1620-23",,1620,3,Switzerland
,"Graubinden-Waltelin, 1620-35",,1620,15,Graubinden
,"Sweden-Denmark, 1620-22",,1620,2,Sweden
,"Sweden, Estonia-Poland, 1620-22",,1620,2,Sweden
,"Portugal-Ndongo (Angola), 1620",,1620,0,Portugal
,"England-Algiers, 1621-22",,1621,1,England
,"Portugal-Kasanje, Ngongo (Angola), 1621-23",,1621,2,Portugal
,"China (Qing)-Korea (Korea), 1621",,1621,0,China
,"Persia-Portugal (Hormuz), 1622",,1622,0,Persia
,"Wallo Galla-Amhara (Ethiopia), 1622",,1622,0,Wallo Galla
Dutch-Portuguese War,"United Provinces-Portugal (Macao), 1622",,1622,0,United Provinces
,"Russia-Samoyeds, 1622-23",,1622,1,Russia
 ,"Palatinate, Brunswick, Baden, Saxe-Weimar, Transyl-emperor, Spain, Bavaria, 1623-31",,1623,8,Palatinate
Persian War with Turkey,"Persia-Turkey, 1623-31",,1623,8,Persia
,"Austria-Transylvania, 1623-25",,1623,2,Austria
,"Poland (Cossacks), 1623-25",,1623,2,Poland
,"United Provinces-Portugal (Angola), 1623",,1623,0,United Provinces
,"Portugal-Jaga (Angola), 1623",,1623,0,Portugal
Amboyna Massacre,"United Provinces-England (Molucca), 1623",,1623,0,United Provinces
,"Manchus-Mongolia (Inner), 1623-33",,1623,10,Manchus
,"Korea (coup), 1623",,1623,0,Korea
Yi Kwal Revolt,"Korea (revolt), 1623 (or 1624?)",,1623,0,Korea
,"England-Morocco, 1624-25",,1624,1,England
Dutch-Portuguese War,"United Provinces-Portugal (Brazil), 1624-29",,1624,5,United Provinces
,"United Provinces-Portugal (Angola), 1624",,1624,0,United Provinces
,"Jaga-Lunda (Bungu, Zaire), 1624",,1624,0,Jaga
,"United Provinces-Spain (Puerto Rico), 1625",,1625,0,United Provinces
,"Sweden-Denmark, 1625-29",,1625,4,Sweden
,"Turkey-Cossacks (Black Sea), 1625-26",,1625,1,Turkey
,"United Provinces-Portugal (Elmina in Ghana), 1625",,1625,0,United Provinces
,"Abomey (Benin)-Fons, 1625",,1625,0,Abomey
,"Austria (Upper Austria), 1626",,1626,0,Austria
,"Austria-Transylvania, 1626-27",,1626,1,Austria
,"Portugal-Mbundu (Angola), 1626-27",,1626,1,Portugal
,"Manchus-Ming (China) (Ningyuan), 1626 ",,1626,0,Manchus
,"England-France, 1627-28",,1627,1,England
,"Turkey-Cossacks (Black Sea), 1627",,1627,0,Turkey
,"Turkey-Moldavia, 1627-45",,1627,18,Turkey
,"China (Manchus)-Korea, 1627",,1627,0,China
,"Tumed-Caqars (China), 1627",,1627,0,Tumed
Rising in the West,"England, 1628-31",,1628,3,England
,"Turkey-Cossacks (Black Sea), 1628",,1628,0,Turkey
,"Monomotapa-Portugal (Zimbabwe), 1628",,1628,0,Monomotapa
,"Mataram, Molucca, Java-United Provinces, 1628",,1628,0,Mataram
,"China (Ming) (regional rebellion), 1628-45",,1628,17,China
,"France-Morocco, 1629",,1629,0,France
Saintoinge?,"France (tax revolts), 1629-30",,1629,1,France
,"Manchus-Ming (China) (Hongshangkou), 1629 ",,1629,0,Manchus
,"Holland-Spain (Pernambuco, Caracas, Surinam), 1630",,1630,0,Netherlands
Swedish-Imperial War (Thirty Years' War),"Sweden, Saxe-Weimar, Hesse-Cassel, Brunswick, Saxony, emperor, Spain, 1630-48",,1630,18,Sweden
,"Poland (Cossacks), 1630",,1630,0,Poland
Danish-Hamburg War,"Denmark-Hamburg, 1630",,1630,0,Denmark
,"Mbundu-Lunda? (Matamba, Zaire), 1630-35",,1630,5,Mbundu
,"Portugal-Ndembu (Angola), 1630-35",,1630,5,Portugal
,"Somali-Zaila (Somaliland), 1630",,1630,0,Somali
,"Russia-Tuba Kirgiz, Altan Khan, Taiji (Oirats) (south central Siberia), 1630",,1630,0,Russia
,"Holland-Spain (Curacao), 1631",,1631,0,Netherlands
,"Spain (Vizcaya) (Basques), 1631",,1631,0,Spain
Saxon War,"Brandenburg-emperor, Spain, Bavaria, etc., 1631-35",,1631,4,Brandenburg
,"Monomotapa (Zimbabwe), 1631",,1631,0,Monomotapa
,"Monomotapa-Portugal (Zimbabwe), 1631",,1631,0,Monomotapa
,"Moguls-Portugal, 1631-32",,1631,1,Moguls
,"China (peasant rebellion in Shanxi), 1631-45",,1631,14,China
,"France (nobles revolt), 1632",,1632,0,France
,"Poland-Turkey, 1632-34",,1632,2,Poland
,"Austria (Upper Austria, peasants), 1632-33",,1632,1,Austria
,"Portugal-Karanga (Angola?), 1632",,1632,0,Portugal
,"Bavaria (peasants), 1633-34",,1633,1,Bavaria
,"Spanish Netherlands (Brussels), 1633",,1633,0,Spanish Netherlands
,"Dembo-Portugal (Angola?), 1633-35",,1633,2,Dembo
,"Comoros Islands-Portugal, 1633-37",,1633,4,Comoros Islands
,"Russia-Buryats (central Siberia), 1633-34",,1633,1,Russia
,"Moguls-Ahmadnagar (India), 1633-36",,1633,3,Moguls
,"Russia-Yakuts (central Siberia), 1633-34",,1633,1,Russia
,"Poland (Cossack revolt), 1634",,1634,0,Poland
,"France-Martinique, Guadalupe, 1635",,1635,0,France
,"United Provinces-Portugal (Pernambuco), 1635",,1635,0,United Provinces
,"United Provinces-Formosa, 1635",,1635,0,United Provinces
,"Turkey-Yemen, 1635",,1635,0,Turkey
,"England-Morocco, 1635-37",,1635,2,England
,"Sweden-Saxony, Brandenburg, 1635-40",,1635,5,Sweden
,"England-Algiers, 1635",,1635,0,England
,"Moguls-Golconda, Bijapur (India), 1635-36",,1635,1,Moguls
Angoumois rebellion,"France, 1636",,1636,0,France
,"France-Algiers, 1636-43",,1636,7,France
,"Russia-Yakuts (central Siberia), 1636",,1636,0,Russia
,"United Provinces-Ceylon, 1636",,1636,0,United Provinces
,"Manchus-Korea (in Korea), 1636-37",,1636,1,Manchus
,"Manchus-China, 1636-44",,1636,8,Manchus
,"Cossacks-Tartars (Azov), 1637-38",,1637,1,Cossacks
,"Turkey-Cossacks (Black Sea), 1637",,1637,0,Turkey
,"Savoy, 1637-39",,1637,2,Savoy
,"Spain (Portugal), 1637",,1637,0,Spain
,"United Provinced-Portugal (Ghana), 1637",,1637,0,United Provinces
,"United Provinces-Portugal (Angola, Sao Tome, Brazil), 1637-42",,1637,5,United Provinces
,"Mongols, Manchus-Korea, 1637",,1637,0,Mongols
,"United Provinces-Spain (Arguin) (Sierra Leone), 1638",,1638,0,United Provinces
Danish-Polish War,"Denmark-Poland, 1638",,1638,0,Denmark
Dutch-Portuguese War,"United Provinces-Portugal (Ceylon and Goa), 1638-40",,1638,2,United Provinces
,"Portugal-Kandy (Sri Lanka), 1638",,1638,0,Portugal
,"Turkey-Persia, 1638",,1638,0,Turkey
,"Venice-Barbary states, 1638",,1638,0,Venice
,"Filali (Morocco)-Morocco, 1638",,1638,0,Filali
,"Kalmuck Mongols-Tibet, 1639-42",,1639,3,Kalmuck Mongols
Dutch-Portuguese War,"United Provinces, Jahore-Portugal (Melaka) (Malaysia), 1640-41",,1640,1,United Provinces
Catalonian Revolt,"Spain (Catalonia), 1640-59",,1640,19,Spain
Portuguese Revolution,"Spain (Portugal), 1640",,1640,0,Spain
Spanish-Portuguese War,"Spain-Portugal (with English and French support), 1641-44",,1641,3,Spain
Andalusian Revolt,"Spain (Andalusia), 1641",,1641,0,Spain
,"Morocco, 1641",,1641,0,Morocco
,"Russia-Yakuts, 1641",,1641,0,Russia
,"Russia-Buryats (central Siberia), 1641",,1641,0,Russia
Dutch-Portuguese War in West Africa,"United Provinces-Portugal (Angola), 1641",,1641,0,United Provinces
,"Pope-Parma, Venice, Tuscany, 1642-44",,1642,2,Pope
,"United Provinces-England (Ghana), 1642",,1642,0,United Provinces
,"United Provinces-Portugal (Ghana), 1642",,1642,0,United Provinces
,"Kalmuck Mongols-Tibet, 1642",,1642,0,Kalmuck Mongols
Rouergue rebellion,"France (south-west), 1643-44",,1643,1,France
,"Denmark-Hamburg, 1643",,1643,0,Denmark
Swedish-Danish War,"Sweden-Denmark, 1643-45",,1643,2,Sweden
,"United Provinces-Portugal (Bango, Angola?), 1643",,1643,0,United Provinces
,"Siberian Cossacks-China, 1643-46",,1643,3,Siberian Cossacks
,"Russia-Tungus (Lake Baikal), 1643",,1643,0,Russia
,"United Provinces-Nzinga (Angola?), 1644",,1644,0,United Provinces
,"Portugal-Ngola (Angola?), 1644",,1644,0,Portugal
,"Pemba-Faza (Tanzania), 1644",,1644,0,Pemba
,"Russia-Buryats (central Siberia), 1644-46",,1644,2,Russia
,"China (rebellion with Manchu intervention), 1644",,1644,0,China
Transylvanian-Habsburg War,"Transylvania-emperor, 1645",,1645,0,Transylvania
,"United Provinces-Portugal (Brazil), 1645-46",,1645,1,United Provinces
,"United Provinces, Nzinga-Portugal (Massangano, Angola?), 1645",,1645,0,United Provinces
,"Spain (Sicily), 1646-47",,1646,1,Spain
,"England-Bahamas, 1646",,1646,0,England
Tatar Wars,"Russia-Tatars, 1646-49",,1646,3,Russia
,"Poland-Turkey, Tatars, 1646-48",,1646,2,Poland
,"(Guinea-Bissau)-Portugal, 1646-47",,1646,1,Guinea-Bissau
,"Moluccas-United Provinces, 1646",,1646,0,Moluccas
,"Russia (Moscow), 1647",,1647,0,Russia
Masaniello's Insurrection (Masaniello's Rebellion),"Spain (Naples, with intervention by France), 1647-48",,1647,1,Spain
,"Siam (revolution), 1647-88",,1647,41,Siam
,"Turkey (Anatolia), 1648-49",,1648,1,Turkey
,"Arabs-Portugal (Muscat), 1648",,1648,0,Arabs
Iroquois-Huron War,"Iroquois-Huron (America), 1648-50",,1648,2,Iroquois
Massacres of the Jews in Ukraine,"Ukraine, 1648-49",,1648,1,United_Kingdomraine
,"Russia (Moscow), 1648",,1648,0,Russia
,"Russia (Cossacks), 1648-54",,1648,6,Russia
,"Portugal-England, 1650-54",,1650,4,Portugal
,"France-Spain, 1650-58",,1650,8,France
Swedish Crisis,"Sweden, 1650",,1650,0,Sweden
,"Oman-Portugal (Muscat), 1650",,1650,0,Oman
,"Yoruba-Dahomey (Benin), 1650",,1650,0,Yoruba
,"United Provinces-Molucca, 1650-56",,1650,6,United Provinces
,"United Provinces-Java, 1650-80",,1650,30,United Provinces
,"Russia (Novgorod and Pskov), 1650",,1650,0,Novgorod
,"Prussia (Neuburg), 1651",,1651,0,Prussia
,"United Provinces-Ceram (Indonesia), 1651",,1651,0,United Provinces
,"United Provinces-Portugal (Brazil), 1651-54",,1651,3,United Provinces
,"Japan (coup attempt at Edo), 1651",,1651,0,Japan
,"Sweden-Bremen, 1652",,1652,0,Sweden
,"Switzerland (peasants), 1652-53",,1652,1,Switzerland
,"Oman, Pemba-Portugal (Kenya, Tanzania), 1652-53",,1652,1,Oman
,"Russia-Buryats (east of Lake Baikal), 1652",,1652,0,Russia
,"Russia-Gilyaks (southeastern Siberia), 1652",,1652,0,Russia
,"Kwarafa-Katsina (Nigeria), 1653",,1653,0,Kwarafa
,"United Provinces-Hottentots (South Africa), 1653",,1653,0,United Provinces
,"United Provinces-Sumatra, 1654-70",,1654,16,United Provinces
,"Turkey-Venice, 1654-58",,1654,4,Turkey
,"Russia-Lamut Tungas (eastern Siberia), 1654",,1654,0,Russia
,"England-Tunis, Algiers, 1655",,1655,0,England
Penruddick's Revolt,"England (Wiltshire), 1655",,1655,0,England
,"Russia (Cossack revolt in central Siberia), 1655",,1655,0,Russia
,"United Provinces-Ceylon, 1655",,1655,0,United Provinces
First Vilmergen War,"Switzerland, 1656",,1656,0,Switzerland
,"Turkey, 1656",,1656,0,Turkey
,"United Provinces, Kandy-Portugal (Sri Lanka), 1656",,1656,0,United Provinces
,"Brandenburg-Sweden, 1657-60",,1657,3,Brandenburg
,"Denmark-Sweden (Ghana), 1657",,1657,0,Denmark
,"Moguls, 1657-59",,1657,2,Moguls
Sabotiers rebellion,"France, 1658",,1658,0,France
Transylvanian War,"Transylvania-Turkey, Tartars, 1658-62",,1658,4,Transylvania
,"Turkey (Egypt), 1658-59",,1658,1,Turkey
,"United Provinces-Hottentots (South Africa), 1658-60",,1658,2,United Provinces
,"Russia-Buryats (central Siberia), 1658",,1658,0,Russia
,"Portugal (mutinies in Angola), 1659",,1659,0,Portugal
Boulonnais rebellion,"France, 1660",,1660,0,France
,"Cossacks-Hungary, 1660",,1660,0,Cossacks
,"Akramu-Accra (Ghana), 1660",,1660,0,Akramu
,"Korea, 1660-70",,1660,10,Korea
Venner's Rising,"England, 1661",,1661,0,England
,"France-Algiers, 1661",,1661,0,France
,"England-Courlanders (Germans) (Gambia), 1661",,1661,0,England
,"Oman, Swahili-Portugal (Mombassa, Kenya), 1661",,1661,0,Oman
,"United Provinces-Algiers, 1662",,1662,0,United Provinces
,"England-United Provinces (North America), 1663-65",,1663,2,England
,"England-United Provinces (West Africa, Senegal, Sierra Leone), 1663-66",,1663,3,England
Audijos rebellion,"France, 1663",,1663,0,France
,"United Provinces-Portugal (Mozambique), 1663",,1663,0,United Provinces
,"Russia-Altan Khan (Tuva), 1663",,1663,0,Russia
,"Mainz (Erfurt), 1664",,1664,0,Mainz
,"France-Algeria (Jidjel), 1664-66",,1664,2,France
,"Morocco, 1664-66",,1664,2,Morocco
Sweden-Bremen War,"Sweden-Bremen, 1665-66",,1665,1,Sweden
,"Portugal-Kongo (Zaire), 1665",,1665,0,Portugal
,"Russia-Lamut Tungas (eastern Siberia), 1665",,1665,0,Russia
,"Russia (Cossack revolt in central Siberia), 1665",,1665,0,Russia
,"France-Tunis, 1666",,1666,0,France
,"England (Covenanters in Scotland), 1666",,1666,0,England
,"Russia-Nanets Samoyeds (Mangazeya), 1666-69",,1666,3,Russia
,"Portugal (revolt), 1667",,1667,0,Portugal
Razin's Mutiny,"Don Cossacks (Stenka Razin)-Persia, Astrakhan, 1667-70",,1667,3,Don Cossacks
,"Betsimisaraka-Sihanaka (Zaire?), 1667",,1667,0,Betsimisaraka
,"Oirat Mongols-Altan Khan (central Siberia), 1667",,1667,0,Oirat Mongols
,"Spain (Moors), 1668",,1668,0,Spain
,"Russia (Ukraine), 1668",,1668,0,Russia
,"Russia (Solovetsky Monastery), 1668-76",,1668,8,Russia
Morgan's Raids on Panama,"Britain-Spain (Panama), 1668-71",,1668,3,United_Kingdom
,"Morocco (Dila), 1668",,1668,0,Morocco
,"Monomotapa-Portugal (Zimbabwe), 1668",,1668,0,Monomotapa
